10, 18, 0.000144, 0.342703, 2917.979686, 3.361513
100, 108, 0.000864, 0.349307, 2862.810730, 19.787748
1000, 1008, 0.008064, 0.420403, 2378.667272, 153.452583
5000, 5008, 0.040064, 0.760198, 1315.447389, 421.616674
10000, 10014, 0.080112, 1.052284, 950.313576, 609.052170
50000, 50041, 0.400328, 3.789496, 263.887306, 845.131818
100000, 100080, 0.800640, 6.908107, 144.757461, 927.188907
200000, 200152, 1.601216, 10.742807, 93.085538, 1192.400416
