0, 8, 0.000064, 0.338180, 2957.004575, 1.513986
10, 18, 0.000144, 0.340600, 2935.995184, 3.382266
20, 28, 0.000224, 0.319059, 3134.217586, 5.616518
30, 38, 0.000304, 0.342240, 2921.923286, 7.106117
40, 48, 0.000384, 0.342999, 2915.464605, 8.956307
50, 58, 0.000464, 0.328162, 3047.278064, 11.311496
60, 68, 0.000544, 0.317931, 3145.334833, 13.688497
70, 78, 0.000624, 0.317881, 3145.830239, 15.703985
80, 88, 0.000704, 0.321138, 3113.927020, 17.537637
90, 98, 0.000784, 0.319870, 3126.274755, 19.607995
100, 108, 0.000864, 0.318320, 3141.494836, 21.714012
110, 118, 0.000944, 0.322700, 3098.857776, 23.402574
120, 128, 0.001024, 0.364270, 2745.214876, 22.488800
130, 138, 0.001104, 0.342040, 2923.634133, 25.821537
140, 148, 0.001184, 0.329041, 3039.130498, 28.786644
150, 158, 0.001264, 0.343041, 2915.099874, 29.477490
160, 168, 0.001344, 0.343471, 2911.457567, 31.303992
170, 178, 0.001424, 0.318141, 3143.260540, 35.808024
180, 188, 0.001504, 0.325150, 3075.498981, 37.004404
190, 198, 0.001584, 0.324278, 3083.774961, 39.077596
200, 208, 0.001664, 0.323691, 3089.362580, 41.125595
210, 218, 0.001744, 0.321550, 3109.932675, 43.389781
220, 228, 0.001824, 0.326979, 3058.298881, 44.626697
230, 238, 0.001904, 0.322380, 3101.928766, 47.248579
240, 248, 0.001984, 0.353830, 2826.217092, 44.857718
250, 258, 0.002064, 0.350370, 2854.122322, 47.127268
260, 268, 0.002144, 0.357461, 2797.508170, 47.982860
270, 278, 0.002224, 0.353022, 2832.687684, 50.399179
280, 288, 0.002304, 0.361080, 2769.468068, 51.046835
290, 298, 0.002384, 0.354321, 2822.299530, 53.826897
300, 308, 0.002464, 0.357549, 2796.817967, 55.130876
310, 318, 0.002544, 0.359709, 2780.022933, 56.579027
320, 328, 0.002624, 0.358880, 2786.450091, 58.493160
330, 338, 0.002704, 0.388749, 2572.356228, 55.645210
340, 348, 0.002784, 0.359209, 2783.897838, 62.002973
350, 358, 0.002864, 0.407801, 2452.178387, 56.184311
360, 368, 0.002944, 0.361199, 2768.554040, 65.204985
370, 378, 0.003024, 0.333490, 2998.587320, 72.541824
380, 388, 0.003104, 0.365579, 2735.385920, 67.925103
390, 398, 0.003184, 0.366540, 2728.215536, 69.493106
400, 408, 0.003264, 0.340812, 2934.167209, 76.616974
410, 418, 0.003344, 0.350740, 2851.115144, 76.273032
420, 428, 0.003424, 0.336878, 2968.431035, 81.311263
430, 438, 0.003504, 0.338211, 2956.733589, 82.883156
440, 448, 0.003584, 0.338750, 2952.030518, 84.640619
450, 458, 0.003664, 0.341308, 2929.903950, 85.881345
460, 468, 0.003744, 0.355630, 2811.911881, 84.222385
470, 478, 0.003824, 0.367100, 2724.051619, 83.334187
480, 488, 0.003904, 0.368290, 2715.251955, 84.802749
490, 498, 0.003984, 0.351560, 2844.463735, 90.658748
500, 508, 0.004064, 0.489321, 2043.649262, 66.443125
510, 518, 0.004144, 0.377119, 2651.685791, 87.908687
520, 528, 0.004224, 0.393870, 2538.909571, 85.794832
530, 538, 0.004304, 0.384970, 2597.606956, 89.440803
540, 548, 0.004384, 0.374768, 2668.319030, 93.583285
550, 558, 0.004464, 0.408621, 2447.256517, 87.396425
560, 568, 0.004544, 0.381119, 2623.850663, 95.382219
570, 578, 0.004624, 0.458169, 2182.600822, 80.738770
580, 588, 0.004704, 0.354452, 2821.255415, 106.169484
590, 598, 0.004784, 0.389309, 2568.654157, 98.307532
600, 608, 0.004864, 0.387650, 2579.649675, 100.379328
610, 618, 0.004944, 0.360661, 2772.690253, 109.665445
620, 628, 0.005024, 1.233082, 810.976195, 32.594755
630, 638, 0.005104, 0.390220, 2562.659009, 104.638493
640, 648, 0.005184, 0.360651, 2772.763572, 114.992051
650, 658, 0.005264, 0.397310, 2516.924702, 105.992733
660, 668, 0.005344, 0.422161, 2368.766625, 101.269511
670, 678, 0.005424, 0.405610, 2465.424835, 106.979714
680, 688, 0.005504, 0.391681, 2553.096790, 112.417958
690, 698, 0.005584, 0.395842, 2526.263040, 112.853223
700, 708, 0.005664, 0.398841, 2507.265402, 113.609210
710, 718, 0.005744, 0.577059, 1732.925680, 79.631401
720, 728, 0.005824, 0.369470, 2706.578820, 126.104920
730, 738, 0.005904, 0.363400, 2751.788796, 129.972488
740, 748, 0.005984, 0.718210, 1392.350924, 66.654623
750, 758, 0.006064, 0.391250, 2555.912786, 123.992441
760, 768, 0.006144, 0.360610, 2773.075219, 136.302193
770, 778, 0.006224, 0.362659, 2757.415029, 137.297209
780, 788, 0.006304, 0.363379, 2751.951290, 138.786407
790, 798, 0.006384, 0.362930, 2755.350011, 140.721236
800, 808, 0.006464, 0.360990, 2770.163133, 143.250676
810, 818, 0.006544, 0.361199, 2768.554040, 144.939341
820, 828, 0.006624, 0.363081, 2754.210143, 145.951104
830, 838, 0.006704, 0.410659, 2435.108539, 130.599741
840, 848, 0.006784, 0.410330, 2437.061096, 132.264180
850, 858, 0.006864, 0.409701, 2440.805163, 134.029493
860, 868, 0.006944, 0.410659, 2435.108539, 135.275150
870, 878, 0.007024, 0.489631, 2042.355599, 114.764046
880, 888, 0.007104, 0.368299, 2715.181646, 154.309203
890, 898, 0.007184, 0.367081, 2724.193161, 156.564829
900, 908, 0.007264, 0.384061, 2603.750768, 151.309165
910, 918, 0.007344, 0.369630, 2705.409136, 158.948198
920, 928, 0.007424, 0.368049, 2717.028457, 161.369754
930, 938, 0.007504, 0.371451, 2692.142390, 161.614692
940, 948, 0.007584, 0.391991, 2551.078078, 154.779009
950, 958, 0.007664, 0.391719, 2552.848161, 156.520226
960, 968, 0.007744, 0.381942, 2618.199978, 162.202725
970, 978, 0.007824, 0.416520, 2400.847162, 150.273826
980, 988, 0.007904, 0.410521, 2435.928798, 154.028650
990, 998, 0.007984, 0.411432, 2430.536545, 155.243230
