10, 18, 0.000144, 1.631975
10, 18, 0.000144, 9.573936
10, 18, 0.000144, 0.398159
10, 18, 0.000144, 0.329971
10, 18, 0.000144, 0.344992
10, 18, 0.000144, 0.308990
10, 18, 0.000144, 0.324011
10, 18, 0.000144, 0.320911
10, 18, 0.000144, 0.310183
10, 18, 0.000144, 0.310183
10, 18, 0.000144, 0.331879
10, 18, 0.000144, 0.315189
10, 18, 0.000144, 0.332832
10, 18, 0.000144, 0.327826
10, 18, 0.000144, 0.331879
10, 18, 0.000144, 0.328064
10, 18, 0.000144, 0.331879
10, 18, 0.000144, 0.344992
10, 18, 0.000144, 0.312090
10, 18, 0.000144, 0.308990
10, 18, 0.000144, 0.310898
10, 18, 0.000144, 0.310898
10, 18, 0.000144, 0.309944
10, 18, 0.000144, 0.310898
10, 18, 0.000144, 0.309944
10, 18, 0.000144, 0.309944
10, 18, 0.000144, 0.329971
10, 18, 0.000144, 0.318050
10, 18, 0.000144, 0.329971
10, 18, 0.000144, 0.328064
10, 18, 0.000144, 0.335932
10, 18, 0.000144, 0.326157
10, 18, 0.000144, 0.328779
10, 18, 0.000144, 0.356913
10, 18, 0.000144, 0.326157
10, 18, 0.000144, 0.304937
10, 18, 0.000144, 0.313997
10, 18, 0.000144, 0.308037
10, 18, 0.000144, 0.310898
10, 18, 0.000144, 0.308037
10, 18, 0.000144, 0.328064
10, 18, 0.000144, 0.323057
10, 18, 0.000144, 0.327110
10, 18, 0.000144, 0.356913
10, 18, 0.000144, 0.328064
10, 18, 0.000144, 0.308990
10, 18, 0.000144, 0.311136
10, 18, 0.000144, 0.308990
10, 18, 0.000144, 0.310898
10, 18, 0.000144, 0.309229
10, 18, 0.000144, 0.337124
10, 18, 0.000144, 0.308990
10, 18, 0.000144, 0.311136
10, 18, 0.000144, 0.308990
10, 18, 0.000144, 0.309944
10, 18, 0.000144, 0.311136
10, 18, 0.000144, 0.308990
10, 18, 0.000144, 0.313044
10, 18, 0.000144, 0.343084
10, 18, 0.000144, 0.318050
10, 18, 0.000144, 0.329971
10, 18, 0.000144, 0.329971
10, 18, 0.000144, 0.341177
10, 18, 0.000144, 0.319004
10, 18, 0.000144, 0.329018
10, 18, 0.000144, 0.344038
10, 18, 0.000144, 0.313044
10, 18, 0.000144, 0.330210
10, 18, 0.000144, 0.329018
10, 18, 0.000144, 0.334024
10, 18, 0.000144, 0.326872
10, 18, 0.000144, 0.329971
10, 18, 0.000144, 0.349045
10, 18, 0.000144, 0.308037
10, 18, 0.000144, 0.311136
10, 18, 0.000144, 0.308037
10, 18, 0.000144, 0.310898
10, 18, 0.000144, 0.310183
10, 18, 0.000144, 0.306845
10, 18, 0.000144, 0.312805
10, 18, 0.000144, 0.305891
10, 18, 0.000144, 0.338078
10, 18, 0.000144, 0.331879
10, 18, 0.000144, 0.329971
10, 18, 0.000144, 0.344038
10, 18, 0.000144, 0.314951
10, 18, 0.000144, 0.308037
10, 18, 0.000144, 0.312090
10, 18, 0.000144, 0.312090
10, 18, 0.000144, 0.334024
10, 18, 0.000144, 0.328064
10, 18, 0.000144, 0.334024
10, 18, 0.000144, 0.329018
10, 18, 0.000144, 0.345945
10, 18, 0.000144, 0.312090
10, 18, 0.000144, 0.308037
10, 18, 0.000144, 0.311852
10, 18, 0.000144, 0.308990
10, 18, 0.000144, 0.310898
10, 18, 0.000144, 0.309944
10, 18, 0.000144, 0.312090
10, 18, 0.000144, 0.307083
10, 18, 0.000144, 0.334024
10, 18, 0.000144, 0.309944
10, 18, 0.000144, 0.307083
10, 18, 0.000144, 0.312090
10, 18, 0.000144, 0.308990
10, 18, 0.000144, 0.308990
10, 18, 0.000144, 0.310898
10, 18, 0.000144, 0.309944
10, 18, 0.000144, 0.344992
10, 18, 0.000144, 0.317812
10, 18, 0.000144, 0.308037
10, 18, 0.000144, 0.310898
10, 18, 0.000144, 0.309944
10, 18, 0.000144, 0.309229
10, 18, 0.000144, 0.309944
10, 18, 0.000144, 0.308037
10, 18, 0.000144, 0.311136
10, 18, 0.000144, 0.327826
10, 18, 0.000144, 0.313997
